Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
1,2013,7,ADOPTION,TV WLKY
61,2013,7,ADOPTION,WALK IN
4,2013,7,ADOPTION,WEB METRO
10,2013,7,ADOPTION,WEB PF
1,2013,7,DIED,ENROUTE
4,2013,7,DIED,IN FOSTER
7,2013,7,DIED,IN KENNEL
10,2013,7,DISPOSAL,
20,2013,7,DISPOSAL,DEAD ARRIV
1,2013,7,EUTH,
26,2013,7,EUTH,BEHAV OBSV
77,2013,7,EUTH,CONTAG DIS
1,2013,7,EUTH,HEARTWORM
70,2013,7,EUTH,MEDICAL
57,2013,7,EUTH,REQUESTED
84,2013,7,EUTH,TIME/SPACE
2,2013,7,EUTH,TOO OLD
14,2013,7,EUTH,TOO YOUNG
13,2013,7,FOSTER,
1,2013,7,FOSTER,BEHAV OBSV
5,2013,7,FOSTER,MEDICAL
2,2013,7,FOSTER,RESCUE GRP
27,2013,7,FOSTER,TIME/SPACE
1,2013,7,FOSTER,TOO OLD
29,2013,7,FOSTER,TOO YOUNG
1,2013,7,MISSING EX,
1,2013,7,RELEASE,WILDLIFE
20,2013,7,RTF,
96,2013,7,RTO,
35,2013,7,RTO,IN FIELD
3,2013,7,RTO,IN KENNEL
93,2013,7,TNR,
7,2013,7,TRANSFER,
106,2013,7,TRANSFER,KHS
57,2013,7,TRANSFER,RESCUE GRP
26,2013,7,TRANSPORT,RESCUE GRP
1,2013,8,,
4,2013,8,ADOPTION,
2,2013,8,ADOPTION,EVENT
2,2013,8,ADOPTION,FACEBOOK
3,2013,8,ADOPTION,FOSTER
17,2013,8,ADOPTION,FRIEND
62,2013,8,ADOPTION,INTERNET
2,2013,8,ADOPTION,PROMO
7,2013,8,ADOPTION,PRV ADOPT
8,2013,8,ADOPTION,PS OUTER
1,2013,8,ADOPTION,RADIO WHAS
1,2013,8,ADOPTION,REFERRAL
2,2013,8,ADOPTION,TV OTHER
1,2013,8,ADOPTION,TV WHAS
47,2013,8,ADOPTION,WALK IN
1,2013,8,ADOPTION,WEB METRO
10,2013,8,ADOPTION,WEB PF
1,2013,8,DIED,AT VET
1,2013,8,DIED,ENROUTE
6,2013,8,DIED,IN FOSTER
3,2013,8,DIED,IN KENNEL
5,2013,8,DISPOSAL,
32,2013,8,DISPOSAL,DEAD ARRIV
1,2013,8,EUTH,
23,2013,8,EUTH,BEHAV OBSV
98,2013,8,EUTH,CONTAG DIS
73,2013,8,EUTH,MEDICAL
52,2013,8,EUTH,REQUESTED
143,2013,8,EUTH,TIME/SPACE
6,2013,8,EUTH,TOO OLD
15,2013,8,EUTH,TOO YOUNG
5,2013,8,FOSTER,BEHAV OBSV
3,2013,8,FOSTER,BREED
2,2013,8,FOSTER,CONTAG DIS
10,2013,8,FOSTER,MEDICAL
15,2013,8,FOSTER,RESCUE GRP
17,2013,8,FOSTER,TIME/SPACE
25,2013,8,FOSTER,TOO YOUNG
1,2013,8,MISSING EX,
1,2013,8,RELEASE,
4,2013,8,RELEASE,WILDLIFE
8,2013,8,RTF,
72,2013,8,RTO,
27,2013,8,RTO,IN FIELD
6,2013,8,RTO,IN KENNEL
84,2013,8,TNR,
15,2013,8,TRANSFER,
65,2013,8,TRANSFER,KHS
70,2013,8,TRANSFER,RESCUE GRP
1,2013,8,TRANSPORT,
11,2013,8,TRANSPORT,RESCUE GRP
1,2013,9,,
7,2013,9,ADOPTION,
2,2013,9,ADOPTION,3RD PARTY
3,2013,9,ADOPTION,EVENT
2,2013,9,ADOPTION,FACEBOOK
5,2013,9,ADOPTION,FOSTER
14,2013,9,ADOPTION,FRIEND
27,2013,9,ADOPTION,INTERNET
6,2013,9,ADOPTION,PRV ADOPT
4,2013,9,ADOPTION,PS HURST
2,2013,9,ADOPTION,PS OUTER
6,2013,9,ADOPTION,REFERRAL
1,2013,9,ADOPTION,TV METRO
2,2013,9,ADOPTION,TV WHAS
58,2013,9,ADOPTION,WALK IN
6,2013,9,ADOPTION,WEB PF
1,2013,9,DIED,
2,2013,9,DIED,ENROUTE
6,2013,9,DIED,IN FOSTER
3,2013,9,DIED,IN KENNEL
3,2013,9,DISPOSAL,
32,2013,9,DISPOSAL,DEAD ARRIV
6,2013,9,EUTH,
17,2013,9,EUTH,BEHAV OBSV
68,2013,9,EUTH,CONTAG DIS
62,2013,9,EUTH,MEDICAL
58,2013,9,EUTH,REQUESTED
102,2013,9,EUTH,TIME/SPACE
6,2013,9,EUTH,TOO YOUNG
8,2013,9,FOSTER,
2,2013,9,FOSTER,CONTAG DIS
9,2013,9,FOSTER,MEDICAL
9,2013,9,FOSTER,TIME/SPACE
43,2013,9,FOSTER,TOO YOUNG
2,2013,9,RELEASE,
1,2013,9,RELEASE,WILDLIFE
10,2013,9,RTF,
76,2013,9,RTO,
12,2013,9,RTO,IN FIELD
1,2013,9,RTO,IN KENNEL
131,2013,9,TNR,
6,2013,9,TRANSFER,
97,2013,9,TRANSFER,KHS
43,2013,9,TRANSFER,RESCUE GRP
16,2013,9,TRANSPORT,RESCUE GRP
1,2013,10,,
6,2013,10,ADOPTION,
2,2013,10,ADOPTION,3RD PARTY
1,2013,10,ADOPTION,BARKSTOWN
2,2013,10,ADOPTION,EVENT
2,2013,10,ADOPTION,FACEBOOK
4,2013,10,ADOPTION,FOSTER
15,2013,10,ADOPTION,FRIEND
14,2013,10,ADOPTION,INTERNET
2,2013,10,ADOPTION,PROMO
4,2013,10,ADOPTION,PRV ADOPT
3,2013,10,ADOPTION,PS HURST
32,2013,10,ADOPTION,PS OUTER
4,2013,10,ADOPTION,REFERRAL
1,2013,10,ADOPTION,TV METRO
1,2013,10,ADOPTION,TV OTHER
71,2013,10,ADOPTION,WALK IN
5,2013,10,ADOPTION,WEB PF
1,2013,10,DIED,
4,2013,10,DIED,AT VET
1,2013,10,DIED,ENROUTE
6,2013,10,DIED,IN FOSTER
16,2013,10,DIED,IN KENNEL
5,2013,10,DISPOSAL,
28,2013,10,DISPOSAL,DEAD ARRIV
1,2013,10,EUTH,BEHAV HIST
18,2013,10,EUTH,BEHAV OBSV
97,2013,10,EUTH,CONTAG DIS
63,2013,10,EUTH,MEDICAL
62,2013,10,EUTH,REQUESTED
119,2013,10,EUTH,TIME/SPACE
2,2013,10,EUTH,TOO OLD
6,2013,10,EUTH,TOO YOUNG
1,2013,10,FOSTER,
1,2013,10,FOSTER,BEHAV OBSV
1,2013,10,FOSTER,CONTAG DIS
10,2013,10,FOSTER,MEDICAL
1,2013,10,FOSTER,PREGNANT
11,2013,10,FOSTER,TIME/SPACE
33,2013,10,FOSTER,TOO YOUNG
2,2013,10,RELEASE,
9,2013,10,RTF,
57,2013,10,RTO,
14,2013,10,RTO,IN FIELD
7,2013,10,RTO,IN KENNEL
78,2013,10,TNR,
7,2013,10,TRANSFER,
169,2013,10,TRANSFER,KHS
60,2013,10,TRANSFER,RESCUE GRP
1,2013,10,TRANSFER,TNR
6,2013,10,TRANSFER,WILDLIFE
27,2013,10,TRANSPORT,RESCUE GRP
2,2013,11,,
7,2013,11,ADOPTION,
2,2013,11,ADOPTION,3RD PARTY
1,2013,11,ADOPTION,EXCHANGE
1,2013,11,ADOPTION,FACEBOOK
7,2013,11,ADOPTION,FOSTER
17,2013,11,ADOPTION,FRIEND
18,2013,11,ADOPTION,INTERNET
2,2013,11,ADOPTION,PROMO
9,2013,11,ADOPTION,PRV ADOPT
16,2013,11,ADOPTION,PS OUTER
1,2013,11,ADOPTION,RADIO WHAS
1,2013,11,ADOPTION,TV OTHER
68,2013,11,ADOPTION,WALK IN
3,2013,11,ADOPTION,WEB METRO
4,2013,11,ADOPTION,WEB PF
2,2013,11,DIED,ENROUTE
2,2013,11,DIED,IN FOSTER
1,2013,11,DIED,IN KENNEL
1,2013,11,DISPOSAL,CREM-VET
26,2013,11,DISPOSAL,DEAD ARRIV
5,2013,11,EUTH,
34,2013,11,EUTH,BEHAV OBSV
53,2013,11,EUTH,CONTAG DIS
43,2013,11,EUTH,MEDICAL
75,2013,11,EUTH,REQUESTED
60,2013,11,EUTH,TIME/SPACE
2,2013,11,FOSTER,
2,2013,11,FOSTER,BEHAV OBSV
5,2013,11,FOSTER,MEDICAL
17,2013,11,FOSTER,TIME/SPACE
1,2013,11,FOSTER,TOO OLD
19,2013,11,FOSTER,TOO YOUNG
9,2013,11,RTF,
49,2013,11,RTO,
30,2013,11,RTO,IN FIELD
16,2013,11,RTO,IN KENNEL
42,2013,11,TNR,
5,2013,11,TRANSFER,
64,2013,11,TRANSFER,KHS
73,2013,11,TRANSFER,RESCUE GRP
8,2013,12,,
11,2013,12,ADOPTION,
1,2013,12,ADOPTION,3RD PARTY
1,2013,12,ADOPTION,EVENT
6,2013,12,ADOPTION,FACEBOOK
4,2013,12,ADOPTION,FOSTER
19,2013,12,ADOPTION,FRIEND
26,2013,12,ADOPTION,INTERNET
4,2013,12,ADOPTION,PROMO
14,2013,12,ADOPTION,PRV ADOPT
13,2013,12,ADOPTION,PS OUTER
3,2013,12,ADOPTION,REFERRAL
1,2013,12,ADOPTION,TV AAL
2,2013,12,ADOPTION,TV OTHER
1,2013,12,ADOPTION,TV WHAS
76,2013,12,ADOPTION,WALK IN
2,2013,12,ADOPTION,WEB METRO
5,2013,12,ADOPTION,WEB PF
2,2013,12,DIED,IN FOSTER
2,2013,12,DIED,IN KENNEL
1,2013,12,DISPOSAL,
30,2013,12,DISPOSAL,DEAD ARRIV
3,2013,12,EUTH,
1,2013,12,EUTH,BEHAV HIST
20,2013,12,EUTH,BEHAV OBSV
20,2013,12,EUTH,CONTAG DIS
22,2013,12,EUTH,MEDICAL
48,2013,12,EUTH,REQUESTED
22,2013,12,EUTH,TIME/SPACE
14,2013,12,FOSTER,
1,2013,12,FOSTER,BREED
5,2013,12,FOSTER,MEDICAL
8,2013,12,FOSTER,RESCUE GRP
15,2013,12,FOSTER,TIME/SPACE
2,2013,12,FOSTER,TOO OLD
1,2013,12,FOSTER,TOO YOUNG
8,2013,12,RTF,
72,2013,12,RTO,
19,2013,12,RTO,IN FIELD
6,2013,12,RTO,IN KENNEL
53,2013,12,TNR,
7,2013,12,TRANSFER,
4,2013,12,TRANSFER,AN CONTROL
137,2013,12,TRANSFER,KHS
39,2013,12,TRANSFER,RESCUE GRP
29,2013,12,TRANSPORT,RESCUE GRP
5,2014,1,ADOPTION,
2,2014,1,ADOPTION,EVENT
7,2014,1,ADOPTION,FACEBOOK
4,2014,1,ADOPTION,FOSTER
17,2014,1,ADOPTION,FRIEND
24,2014,1,ADOPTION,INTERNET
21,2014,1,ADOPTION,PROMO
7,2014,1,ADOPTION,PRV ADOPT
1,2014,1,ADOPTION,PS HURST
12,2014,1,ADOPTION,PS OUTER
3,2014,1,ADOPTION,REFERRAL
2,2014,1,ADOPTION,TV WHAS
62,2014,1,ADOPTION,WALK IN
2,2014,1,ADOPTION,WEB METRO
4,2014,1,ADOPTION,WEB PF
1,2014,1,DIED,IN FOSTER
1,2014,1,DIED,IN KENNEL
2,2014,1,DISPOSAL,
29,2014,1,DISPOSAL,DEAD ARRIV
2,2014,1,EUTH,
1,2014,1,EUTH,BEHAV HIST
27,2014,1,EUTH,BEHAV OBSV
20,2014,1,EUTH,CONTAG DIS
26,2014,1,EUTH,MEDICAL
38,2014,1,EUTH,REQUESTED
11,2014,1,EUTH,TIME/SPACE
1,2014,1,FOSTER,
1,2014,1,FOSTER,BREED
3,2014,1,FOSTER,MEDICAL
4,2014,1,FOSTER,RESCUE GRP
4,2014,1,FOSTER,TIME/SPACE
2,2014,1,FOSTER,TOO OLD
10,2014,1,FOSTER,TOO YOUNG
14,2014,1,RTF,
53,2014,1,RTO,
30,2014,1,RTO,IN FIELD
13,2014,1,RTO,IN KENNEL
50,2014,1,TNR,
9,2014,1,TRANSFER,
80,2014,1,TRANSFER,KHS
58,2014,1,TRANSFER,RESCUE GRP
23,2014,1,TRANSPORT,RESCUE GRP
2,2014,2,,
12,2014,2,ADOPTION,
2,2014,2,ADOPTION,3RD PARTY
1,2014,2,ADOPTION,EVENT
1,2014,2,ADOPTION,FACEBOOK
5,2014,2,ADOPTION,FOSTER
9,2014,2,ADOPTION,FRIEND
40,2014,2,ADOPTION,INTERNET
2,2014,2,ADOPTION,PROMO
4,2014,2,ADOPTION,PRV ADOPT
29,2014,2,ADOPTION,PS OUTER
5,2014,2,ADOPTION,REFERRAL
45,2014,2,ADOPTION,WALK IN
3,2014,2,ADOPTION,WEB METRO
2,2014,2,ADOPTION,WEB PF
1,2014,2,DIED,IN FOSTER
1,2014,2,DIED,IN KENNEL
1,2014,2,DIED,IN SURGERY
8,2014,2,DISPOSAL,
21,2014,2,DISPOSAL,DEAD ARRIV
29,2014,2,EUTH,BEHAV OBSV
6,2014,2,EUTH,CONTAG DIS
29,2014,2,EUTH,MEDICAL
45,2014,2,EUTH,REQUESTED
13,2014,2,EUTH,TIME/SPACE
6,2014,2,FOSTER,
3,2014,2,FOSTER,BEHAV OBSV
1,2014,2,FOSTER,CONTAG DIS
5,2014,2,FOSTER,MEDICAL
1,2014,2,FOSTER,PREGNANT
1,2014,2,FOSTER,RESCUE GRP
3,2014,2,FOSTER,TIME/SPACE
3,2014,2,FOSTER,TOO YOUNG
4,2014,2,RTF,
49,2014,2,RTO,
23,2014,2,RTO,IN FIELD
8,2014,2,RTO,IN KENNEL
41,2014,2,TNR,
6,2014,2,TRANSFER,
56,2014,2,TRANSFER,KHS
58,2014,2,TRANSFER,RESCUE GRP
1,2014,2,TRANSFER,WILDLIFE
28,2014,2,TRANSPORT,RESCUE GRP
2,2014,3,,
16,2014,3,ADOPTION,
3,2014,3,ADOPTION,EVENT
1,2014,3,ADOPTION,EXCHANGE
2,2014,3,ADOPTION,FOSTER
5,2014,3,ADOPTION,FRIEND
31,2014,3,ADOPTION,INTERNET
4,2014,3,ADOPTION,PROMO
6,2014,3,ADOPTION,PRV ADOPT
12,2014,3,ADOPTION,PS OUTER
7,2014,3,ADOPTION,REFERRAL
1,2014,3,ADOPTION,TV WHAS
55,2014,3,ADOPTION,WALK IN
1,2014,3,DIED,
1,2014,3,DIED,ENROUTE
3,2014,3,DIED,IN FOSTER
2,2014,3,DISPOSAL,
20,2014,3,DISPOSAL,DEAD ARRIV
2,2014,3,EUTH,BEHAV HIST
41,2014,3,EUTH,BEHAV OBSV
10,2014,3,EUTH,CONTAG DIS
26,2014,3,EUTH,MEDICAL
65,2014,3,EUTH,REQUESTED
4,2014,3,EUTH,TIME/SPACE
5,2014,3,FOSTER,
1,2014,3,FOSTER,BEHAV OBSV
1,2014,3,FOSTER,BREED
1,2014,3,FOSTER,CONTAG DIS
14,2014,3,FOSTER,MEDICAL
1,2014,3,FOSTER,RESCUE GRP
2,2014,3,FOSTER,TIME/SPACE
22,2014,3,FOSTER,TOO YOUNG
4,2014,3,RTF,
40,2014,3,RTO,
22,2014,3,RTO,IN FIELD
12,2014,3,RTO,IN KENNEL
35,2014,3,TNR,
3,2014,3,TRANSFER,
62,2014,3,TRANSFER,KHS
59,2014,3,TRANSFER,RESCUE GRP
11,2014,3,TRANSPORT,
1,2014,4,ADOPTION,
1,2014,4,ADOPTION,3RD PARTY
3,2014,4,ADOPTION,EVENT
1,2014,4,ADOPTION,FACEBOOK
3,2014,4,ADOPTION,FOSTER
11,2014,4,ADOPTION,FRIEND
28,2014,4,ADOPTION,INTERNET
8,2014,4,ADOPTION,PROMO
2,2014,4,ADOPTION,PRV ADOPT
5,2014,4,ADOPTION,PS HURST
22,2014,4,ADOPTION,PS OUTER
2,2014,4,ADOPTION,REFERRAL
1,2014,4,ADOPTION,TV WHAS
58,2014,4,ADOPTION,WALK IN
1,2014,4,ADOPTION,WEB PF
3,2014,4,DIED,ENROUTE
2,2014,4,DIED,IN FOSTER
4,2014,4,DISPOSAL,
20,2014,4,DISPOSAL,DEAD ARRIV
1,2014,4,EUTH,
5,2014,4,EUTH,BEHAV HIST
39,2014,4,EUTH,BEHAV OBSV
1,2014,4,EUTH,CONTAG DIS
38,2014,4,EUTH,MEDICAL
49,2014,4,EUTH,REQUESTED
1,2014,4,EUTH,TOO OLD
7,2014,4,FOSTER,
5,2014,4,FOSTER,BEHAV OBSV
1,2014,4,FOSTER,CONTAG DIS
10,2014,4,FOSTER,MEDICAL
1,2014,4,FOSTER,PREGNANT
8,2014,4,FOSTER,RESCUE GRP
6,2014,4,FOSTER,TIME/SPACE
1,2014,4,FOSTER,TOO OLD
47,2014,4,FOSTER,TOO YOUNG
4,2014,4,RTF,
31,2014,4,RTO,
21,2014,4,RTO,IN FIELD
20,2014,4,RTO,IN KENNEL
22,2014,4,TNR,
8,2014,4,TRANSFER,
92,2014,4,TRANSFER,KHS
34,2014,4,TRANSFER,RESCUE GRP
24,2014,4,TRANSPORT,RESCUE GRP
1,2014,5,,
2,2014,5,ADOPTION,
3,2014,5,ADOPTION,EVENT
1,2014,5,ADOPTION,EXCHANGE
1,2014,5,ADOPTION,FACEBOOK
10,2014,5,ADOPTION,FOSTER
9,2014,5,ADOPTION,FRIEND
27,2014,5,ADOPTION,INTERNET
3,2014,5,ADOPTION,PROMO
9,2014,5,ADOPTION,PRV ADOPT
1,2014,5,ADOPTION,PS HURST
11,2014,5,ADOPTION,PS OUTER
2,2014,5,ADOPTION,REFERRAL
1,2014,5,ADOPTION,TV WHAS
79,2014,5,ADOPTION,WALK IN
1,2014,5,DIED,AT VET
4,2014,5,DIED,IN FOSTER
1,2014,5,DIED,IN KENNEL
9,2014,5,DISPOSAL,
20,2014,5,DISPOSAL,DEAD ARRIV
1,2014,5,EUTH,BEHAV HIST
69,2014,5,EUTH,BEHAV OBSV
7,2014,5,EUTH,CONTAG DIS
34,2014,5,EUTH,MEDICAL
48,2014,5,EUTH,REQUESTED
18,2014,5,EUTH,TIME/SPACE
4,2014,5,EUTH,TOO YOUNG
13,2014,5,FOSTER,
5,2014,5,FOSTER,BEHAV OBSV
9,2014,5,FOSTER,MEDICAL
28,2014,5,FOSTER,RESCUE GRP
5,2014,5,FOSTER,TIME/SPACE
46,2014,5,FOSTER,TOO YOUNG
1,2014,5,MISSING EX,
1,2014,5,RELEASE,
4,2014,5,RTF,
40,2014,5,RTO,
18,2014,5,RTO,IN FIELD
19,2014,5,RTO,IN KENNEL
24,2014,5,TNR,
11,2014,5,TRANSFER,
91,2014,5,TRANSFER,KHS
69,2014,5,TRANSFER,RESCUE GRP
29,2014,5,TRANSPORT,RESCUE GRP
1,2014,6,,
4,2014,6,ADOPTION,
1,2014,6,ADOPTION,3RD PARTY
7,2014,6,ADOPTION,EVENT
5,2014,6,ADOPTION,FOSTER
12,2014,6,ADOPTION,FRIEND
21,2014,6,ADOPTION,INTERNET
2,2014,6,ADOPTION,NEWSLETTER
3,2014,6,ADOPTION,PROMO
5,2014,6,ADOPTION,PRV ADOPT
12,2014,6,ADOPTION,PS HURST
10,2014,6,ADOPTION,PS OUTER
1,2014,6,ADOPTION,RADIO MAX
2,2014,6,ADOPTION,REFERRAL
81,2014,6,ADOPTION,WALK IN
1,2014,6,DIED,ENROUTE
1,2014,6,DIED,IN FOSTER
1,2014,6,DIED,IN KENNEL
4,2014,6,DISPOSAL,
35,2014,6,DISPOSAL,DEAD ARRIV
3,2014,6,EUTH,BEHAV HIST
34,2014,6,EUTH,BEHAV OBSV
30,2014,6,EUTH,CONTAG DIS
23,2014,6,EUTH,MEDICAL
51,2014,6,EUTH,REQUESTED
30,2014,6,EUTH,TIME/SPACE
3,2014,6,EUTH,TOO OLD
4,2014,6,EUTH,TOO YOUNG
23,2014,6,FOSTER,
1,2014,6,FOSTER,MEDICAL
1,2014,6,FOSTER,RESCUE GRP
4,2014,6,FOSTER,TIME/SPACE
30,2014,6,FOSTER,TOO YOUNG
1,2014,6,RELEASE,WILDLIFE
5,2014,6,RTF,
77,2014,6,RTO,
16,2014,6,RTO,IN FIELD
18,2014,6,RTO,IN KENNEL
31,2014,6,TNR,
55,2014,6,TRANSFER,
196,2014,6,TRANSFER,KHS
1,2014,6,TRANSFER,RES WAGGIN
59,2014,6,TRANSFER,RESCUE GRP
3,2014,6,TRANSPORT,
2,2014,7,,
1,2014,7,ADOPTION,
6,2014,7,ADOPTION,3RD PARTY
1,2014,7,ADOPTION,EVENT
1,2014,7,ADOPTION,FACEBOOK
9,2014,7,ADOPTION,FOSTER
15,2014,7,ADOPTION,FRIEND
29,2014,7,ADOPTION,INTERNET
7,2014,7,ADOPTION,PROMO
8,2014,7,ADOPTION,PRV ADOPT
11,2014,7,ADOPTION,PS HURST
19,2014,7,ADOPTION,PS OUTER
1,2014,7,ADOPTION,REFERRAL
1,2014,7,ADOPTION,TV WHAS
86,2014,7,ADOPTION,WALK IN
15,2014,7,DIED,IN FOSTER
4,2014,7,DIED,IN KENNEL
1,2014,7,DISPOSAL,
41,2014,7,DISPOSAL,DEAD ARRIV
2,2014,7,EUTH,
1,2014,7,EUTH,BEHAV HIST
48,2014,7,EUTH,BEHAV OBSV
18,2014,7,EUTH,CONTAG DIS
63,2014,7,EUTH,MEDICAL
66,2014,7,EUTH,REQUESTED
26,2014,7,EUTH,TIME/SPACE
5,2014,7,EUTH,TOO YOUNG
10,2014,7,FOSTER,
9,2014,7,FOSTER,MEDICAL
3,2014,7,FOSTER,RESCUE GRP
11,2014,7,FOSTER,TIME/SPACE
27,2014,7,FOSTER,TOO YOUNG
4,2014,7,RTF,
60,2014,7,RTO,
21,2014,7,RTO,IN FIELD
16,2014,7,RTO,IN KENNEL
62,2014,7,TNR,
56,2014,7,TRANSFER,
175,2014,7,TRANSFER,KHS
60,2014,7,TRANSFER,RESCUE GRP
1,2014,7,TRANSPORT,
21,2014,7,TRANSPORT,RESCUE GRP
1,2014,8,ADOPTION,
3,2014,8,ADOPTION,EVENT
3,2014,8,ADOPTION,FACEBOOK
6,2014,8,ADOPTION,FOSTER
5,2014,8,ADOPTION,FRIEND
32,2014,8,ADOPTION,INTERNET
3,2014,8,ADOPTION,PROMO
5,2014,8,ADOPTION,PRV ADOPT
5,2014,8,ADOPTION,PS HURST
14,2014,8,ADOPTION,PS OUTER
1,2014,8,ADOPTION,RADIO OTHR
7,2014,8,ADOPTION,REFERRAL
1,2014,8,ADOPTION,TV WHAS
79,2014,8,ADOPTION,WALK IN
1,2014,8,ADOPTION,WEB METRO
2,2014,8,DIED,
1,2014,8,DIED,AT VET
2,2014,8,DIED,ENROUTE
3,2014,8,DIED,IN FOSTER
3,2014,8,DISPOSAL,
32,2014,8,DISPOSAL,DEAD ARRIV
4,2014,8,EUTH,
1,2014,8,EUTH,BEHAV HIST
55,2014,8,EUTH,BEHAV OBSV
31,2014,8,EUTH,CONTAG DIS
44,2014,8,EUTH,MEDICAL
54,2014,8,EUTH,REQUESTED
16,2014,8,EUTH,TIME/SPACE
4,2014,8,EUTH,TOO YOUNG
6,2014,8,FOSTER,
4,2014,8,FOSTER,BEHAV OBSV
1,2014,8,FOSTER,CONTAG DIS
14,2014,8,FOSTER,MEDICAL
7,2014,8,FOSTER,TIME/SPACE
22,2014,8,FOSTER,TOO YOUNG
6,2014,8,RTF,
37,2014,8,RTO,
15,2014,8,RTO,IN FIELD
21,2014,8,RTO,IN KENNEL
71,2014,8,TNR,
8,2014,8,TRANSFER,
1,2014,8,TRANSFER,AN CONTROL
140,2014,8,TRANSFER,KHS
60,2014,8,TRANSFER,RESCUE GRP
19,2014,8,TRANSPORT,RESCUE GRP
1,2014,9,,
1,2014,9,ADOPTION,
4,2014,9,ADOPTION,3RD PARTY
6,2014,9,ADOPTION,EVENT
12,2014,9,ADOPTION,FACEBOOK
10,2014,9,ADOPTION,FOSTER
14,2014,9,ADOPTION,FRIEND
22,2014,9,ADOPTION,INTERNET
3,2014,9,ADOPTION,PROMO
7,2014,9,ADOPTION,PRV ADOPT
4,2014,9,ADOPTION,PS HURST
11,2014,9,ADOPTION,PS OUTER
8,2014,9,ADOPTION,REFERRAL
1,2014,9,ADOPTION,TV WHAS
75,2014,9,ADOPTION,WALK IN
2,2014,9,ADOPTION,WEB METRO
2,2014,9,ADOPTION,WEB PF
1,2014,9,DIED,AT VET
4,2014,9,DIED,IN FOSTER
3,2014,9,DIED,IN KENNEL
2,2014,9,DISPOSAL,
21,2014,9,DISPOSAL,DEAD ARRIV
1,2014,9,DISPOSAL,RETURN
1,2014,9,EUTH,
33,2014,9,EUTH,BEHAV OBSV
21,2014,9,EUTH,CONTAG DIS
67,2014,9,EUTH,MEDICAL
42,2014,9,EUTH,REQUESTED
53,2014,9,EUTH,TIME/SPACE
3,2014,9,EUTH,TOO YOUNG
22,2014,9,FOSTER,
8,2014,9,FOSTER,BEHAV OBSV
6,2014,9,FOSTER,CONTAG DIS
9,2014,9,FOSTER,MEDICAL
1,2014,9,FOSTER,RESCUE GRP
24,2014,9,FOSTER,TIME/SPACE
35,2014,9,FOSTER,TOO YOUNG
13,2014,9,RTF,
34,2014,9,RTO,
15,2014,9,RTO,IN FIELD
35,2014,9,RTO,IN KENNEL
1,2014,9,RTO,WEB
97,2014,9,TNR,
6,2014,9,TRANSFER,
1,2014,9,TRANSFER,AN CONTROL
121,2014,9,TRANSFER,KHS
58,2014,9,TRANSFER,RESCUE GRP
25,2014,9,TRANSPORT,RESCUE GRP
1,2014,10,,
1,2014,10,ADOPTION,
2,2014,10,ADOPTION,3RD PARTY
1,2014,10,ADOPTION,AAA
7,2014,10,ADOPTION,EVENT
1,2014,10,ADOPTION,FACEBOOK
5,2014,10,ADOPTION,FOSTER
7,2014,10,ADOPTION,FRIEND
16,2014,10,ADOPTION,INTERNET
1,2014,10,ADOPTION,PROMO
9,2014,10,ADOPTION,PRV ADOPT
4,2014,10,ADOPTION,PS HURST
9,2014,10,ADOPTION,PS OUTER
6,2014,10,ADOPTION,REFERRAL
59,2014,10,ADOPTION,WALK IN
8,2014,10,ADOPTION,WEB PF
2,2014,10,DIED,AT VET
2,2014,10,DIED,IN FOSTER
2,2014,10,DIED,IN KENNEL
1,2014,10,DIED,IN SURGERY
5,2014,10,DISPOSAL,BY OWNER
18,2014,10,DISPOSAL,DEAD ARRIV
4,2014,10,DISPOSAL,STRAY
1,2014,10,EUTH,BEHAV HIST
32,2014,10,EUTH,BEHAV OBSV
47,2014,10,EUTH,CONTAG DIS
46,2014,10,EUTH,MEDICAL
46,2014,10,EUTH,REQUESTED
25,2014,10,EUTH,TIME/SPACE
2,2014,10,EUTH,TOO OLD
5,2014,10,EUTH,TOO YOUNG
5,2014,10,FOSTER,
2,2014,10,FOSTER,BEHAV OBSV
1,2014,10,FOSTER,BREED
7,2014,10,FOSTER,CONTAG DIS
4,2014,10,FOSTER,MEDICAL
1,2014,10,FOSTER,PREGNANT
23,2014,10,FOSTER,TIME/SPACE
14,2014,10,FOSTER,TOO YOUNG
1,2014,10,RELEASE,WILDLIFE
12,2014,10,RTF,
24,2014,10,RTO,
11,2014,10,RTO,IN FIELD
39,2014,10,RTO,IN KENNEL
80,2014,10,TNR,
12,2014,10,TRANSFER,
1,2014,10,TRANSFER,AN CONTROL
170,2014,10,TRANSFER,KHS
48,2014,10,TRANSFER,RESCUE GRP
29,2014,10,TRANSPORT,RESCUE GRP
1,2014,11,,
30,2014,11,ADOPTION,
2,2014,11,ADOPTION,3RD PARTY
1,2014,11,ADOPTION,AAA
6,2014,11,ADOPTION,FACEBOOK
9,2014,11,ADOPTION,FOSTER
4,2014,11,ADOPTION,FRIEND
20,2014,11,ADOPTION,INTERNET
5,2014,11,ADOPTION,PROMO
10,2014,11,ADOPTION,PRV ADOPT
4,2014,11,ADOPTION,PS HURST
17,2014,11,ADOPTION,PS OUTER
5,2014,11,ADOPTION,REFERRAL
3,2014,11,ADOPTION,TV WHAS
89,2014,11,ADOPTION,WALK IN
11,2014,11,ADOPTION,WEB PF
